M1_P1,M1_P2,M2_P1,M2_P2
1.136379138671775202e+00,5.000000000000000000e-01,-1.066179553622814469e+00,2.000000000000000000e+00
1.147407213979228624e+00,5.000000000000000000e-01,-1.060551008964476960e+00,2.000000000000000000e+00
1.154553744026969975e+00,5.000000000000000000e-01,-1.062946554219430517e+00,2.000000000000000000e+00
1.160138277455879052e+00,5.000000000000000000e-01,-1.060862083962161861e+00,2.000000000000000000e+00
1.162778681119177371e+00,5.000000000000000000e-01,-1.060185199904361664e+00,2.000000000000000000e+00
1.164222413682266311e+00,5.000000000000000000e-01,-1.056300937443908294e+00,2.000000000000000000e+00
1.161443565390094967e+00,5.000000000000000000e-01,-1.059591146924852456e+00,2.000000000000000000e+00
1.155105032000875775e+00,5.000000000000000000e-01,-1.056611949931840932e+00,2.000000000000000000e+00
1.146676692703341160e+00,5.000000000000000000e-01,-1.054047140609748245e+00,2.000000000000000000e+00
1.137889703238305517e+00,5.000000000000000000e-01,-1.053864241965221105e+00,2.000000000000000000e+00
1.123682437578243265e+00,5.000000000000000000e-01,-1.052369100902454058e+00,2.000000000000000000e+00
1.111751674192365424e+00,5.000000000000000000e-01,-1.052826440427549137e+00,2.000000000000000000e+00
1.097101815962506333e+00,5.000000000000000000e-01,-1.051282240685622815e+00,2.000000000000000000e+00
1.085364821492710963e+00,5.000000000000000000e-01,-1.049670043091098126e+00,2.000000000000000000e+00
1.066272929274134196e+00,5.000000000000000000e-01,-1.048104165733466875e+00,2.000000000000000000e+00
1.044174250630765410e+00,5.000000000000000000e-01,-1.047624340846486035e+00,2.000000000000000000e+00
1.023610951044136019e+00,5.000000000000000000e-01,-1.046528961225851040e+00,2.000000000000000000e+00
1.000192184724469691e+00,5.000000000000000000e-01,-1.044126300295808329e+00,2.000000000000000000e+00
9.764132115151678004e-01,5.000000000000000000e-01,-1.044120247255278411e+00,2.000000000000000000e+00
9.589195384904128927e-01,5.000000000000000000e-01,-1.042634440598410484e+00,2.000000000000000000e+00
9.400261504149537428e-01,5.000000000000000000e-01,-1.042222717549031730e+00,2.000000000000000000e+00
9.160575891778934832e-01,5.000000000000000000e-01,-1.039764415342157466e+00,2.000000000000000000e+00
9.051355232028298614e-01,5.000000000000000000e-01,-1.041085923358552545e+00,2.000000000000000000e+00
8.911062382072251209e-01,5.000000000000000000e-01,-1.038436119046802775e+00,2.000000000000000000e+00
8.744027776727135715e-01,5.000000000000000000e-01,-1.035877691663477984e+00,2.000000000000000000e+00
8.597805996396071793e-01,5.000000000000000000e-01,-1.036563658186749670e+00,2.000000000000000000e+00
8.495522939287901698e-01,5.000000000000000000e-01,-1.032946434204410791e+00,2.000000000000000000e+00
8.462025988760407680e-01,5.000000000000000000e-01,-1.035325977686145205e+00,2.000000000000000000e+00
8.354303479407345634e-01,5.000000000000000000e-01,-1.033002380278501109e+00,2.000000000000000000e+00
8.256563452880454346e-01,5.000000000000000000e-01,-1.031713418570322283e+00,2.000000000000000000e+00
8.275518778719663793e-01,5.000000000000000000e-01,-1.029874863978746946e+00,2.000000000000000000e+00
8.373749405370183307e-01,5.000000000000000000e-01,-1.028137214181619630e+00,2.000000000000000000e+00
8.444821016999779495e-01,5.000000000000000000e-01,-1.028836708078489037e+00,2.000000000000000000e+00
8.530639604237605367e-01,5.000000000000000000e-01,-1.026411857100919978e+00,2.000000000000000000e+00
8.625673192751209806e-01,5.000000000000000000e-01,-1.024220634561025189e+00,2.000000000000000000e+00
8.774291288775915021e-01,5.000000000000000000e-01,-1.024698250284687084e+00,2.000000000000000000e+00
8.941354268973973340e-01,5.000000000000000000e-01,-1.021479514161478308e+00,2.000000000000000000e+00
9.066695779451584558e-01,5.000000000000000000e-01,-1.021748801986883226e+00,2.000000000000000000e+00
9.156823161683322887e-01,5.000000000000000000e-01,-1.020437676402474958e+00,2.000000000000000000e+00
9.297565802543075186e-01,5.000000000000000000e-01,-1.024271781661797442e+00,2.000000000000000000e+00
9.496507140223222621e-01,5.000000000000000000e-01,-1.020301053624393273e+00,2.000000000000000000e+00
9.616422865932162667e-01,5.000000000000000000e-01,-1.017052604244740976e+00,2.000000000000000000e+00
9.764459097049174030e-01,5.000000000000000000e-01,-1.017125105263872564e+00,2.000000000000000000e+00
9.906661540359366080e-01,5.000000000000000000e-01,-1.015619942639671924e+00,2.000000000000000000e+00
1.005476581475195141e+00,5.000000000000000000e-01,-1.012641168092022204e+00,2.000000000000000000e+00
1.018200791904616542e+00,5.000000000000000000e-01,-1.016696127457689780e+00,2.000000000000000000e+00
1.036786063376225586e+00,5.000000000000000000e-01,-1.013169531259726419e+00,2.000000000000000000e+00
1.060944941616541071e+00,5.000000000000000000e-01,-1.010186196565171723e+00,2.000000000000000000e+00
1.076938188922797135e+00,5.000000000000000000e-01,-1.009369232446577724e+00,2.000000000000000000e+00
1.093827965484695408e+00,5.000000000000000000e-01,-1.006640926509678291e+00,2.000000000000000000e+00
1.108218690654331207e+00,5.000000000000000000e-01,-1.007507375554111295e+00,2.000000000000000000e+00
1.120029665871591140e+00,5.000000000000000000e-01,-1.006379851083080368e+00,2.000000000000000000e+00
1.125553692352795121e+00,5.000000000000000000e-01,-1.003817794642210437e+00,2.000000000000000000e+00
1.131187397097458192e+00,5.000000000000000000e-01,-1.003296497444009949e+00,2.000000000000000000e+00
1.133663434420609795e+00,5.000000000000000000e-01,-1.001668379178741297e+00,2.000000000000000000e+00
1.133253831588219240e+00,5.000000000000000000e-01,-1.002994639951061639e+00,2.000000000000000000e+00
1.132695993608772822e+00,5.000000000000000000e-01,-9.997378117715344237e-01,2.000000000000000000e+00
1.126701623138528507e+00,5.000000000000000000e-01,-9.981459977939155515e-01,2.000000000000000000e+00
1.127323292685058043e+00,5.000000000000000000e-01,-9.989165775008997938e-01,2.000000000000000000e+00
1.126213654157547817e+00,5.000000000000000000e-01,-9.966884168597178739e-01,2.000000000000000000e+00
1.115310350879799905e+00,5.000000000000000000e-01,-9.940208199402584821e-01,2.000000000000000000e+00
1.098716691449794558e+00,5.000000000000000000e-01,-9.937655019037188175e-01,2.000000000000000000e+00
1.089115876525992066e+00,5.000000000000000000e-01,-9.924299524437542042e-01,2.000000000000000000e+00
1.076097188702988428e+00,5.000000000000000000e-01,-9.916597002582751008e-01,2.000000000000000000e+00
1.056015415544285796e+00,5.000000000000000000e-01,-9.907421177826761793e-01,2.000000000000000000e+00
1.050958056774381033e+00,5.000000000000000000e-01,-9.896126351496101758e-01,2.000000000000000000e+00
1.030861552135192483e+00,5.000000000000000000e-01,-9.888873139975623561e-01,2.000000000000000000e+00
1.017192504632665084e+00,5.000000000000000000e-01,-9.871569892164405724e-01,2.000000000000000000e+00
9.991418252073911432e-01,5.000000000000000000e-01,-9.859484201512882517e-01,2.000000000000000000e+00
9.855831346288265182e-01,5.000000000000000000e-01,-9.873347667443387321e-01,2.000000000000000000e+00
9.728261418072235989e-01,5.000000000000000000e-01,-9.829935601300134884e-01,2.000000000000000000e+00
9.547771917109445505e-01,5.000000000000000000e-01,-9.819704615838540374e-01,2.000000000000000000e+00
9.463559112979270660e-01,5.000000000000000000e-01,-9.808040844964625027e-01,2.000000000000000000e+00
9.453150652465399650e-01,5.000000000000000000e-01,-9.805643176536600336e-01,2.000000000000000000e+00
9.332752752991686496e-01,5.000000000000000000e-01,-9.793044080418982222e-01,2.000000000000000000e+00
9.218481226658755689e-01,5.000000000000000000e-01,-9.768639339206167671e-01,2.000000000000000000e+00
9.051758592213887678e-01,5.000000000000000000e-01,-9.748038098842950472e-01,2.000000000000000000e+00
8.830236855163372534e-01,5.000000000000000000e-01,-9.773822944748712382e-01,2.000000000000000000e+00
8.861212356978612759e-01,5.000000000000000000e-01,-9.733165739531888239e-01,2.000000000000000000e+00
8.558491939904148138e-01,5.000000000000000000e-01,-9.738370256040246309e-01,2.000000000000000000e+00
8.405735291092159001e-01,5.000000000000000000e-01,-9.719653886175217972e-01,2.000000000000000000e+00
8.550152264886785591e-01,5.000000000000000000e-01,-9.722721764826623980e-01,2.000000000000000000e+00
8.590272255782668287e-01,5.000000000000000000e-01,-9.682213707079105891e-01,2.000000000000000000e+00
8.502899379089877696e-01,5.000000000000000000e-01,-9.668754771997732922e-01,2.000000000000000000e+00
8.566250724439844477e-01,5.000000000000000000e-01,-9.671297240228663439e-01,2.000000000000000000e+00
8.404349660426602142e-01,5.000000000000000000e-01,-9.670220017346549124e-01,2.000000000000000000e+00
8.759368970224002959e-01,5.000000000000000000e-01,-9.651839658746722561e-01,2.000000000000000000e+00
8.812712334630448119e-01,5.000000000000000000e-01,-9.635439753394118290e-01,2.000000000000000000e+00
8.742862692144028891e-01,5.000000000000000000e-01,-9.595152467422047859e-01,2.000000000000000000e+00
9.108313704076383965e-01,5.000000000000000000e-01,-9.611999721153028364e-01,2.000000000000000000e+00
9.254533618515126125e-01,5.000000000000000000e-01,-9.604026112172255880e-01,2.000000000000000000e+00
9.353213540542767435e-01,5.000000000000000000e-01,-9.575976465261144543e-01,2.000000000000000000e+00
9.312274539161210507e-01,5.000000000000000000e-01,-9.564288452244136263e-01,2.000000000000000000e+00
9.543373780085835367e-01,5.000000000000000000e-01,-9.595650669158686252e-01,2.000000000000000000e+00
9.413974265968662047e-01,5.000000000000000000e-01,-9.527371270639045653e-01,2.000000000000000000e+00
9.667677556461173882e-01,5.000000000000000000e-01,-9.525579280410165772e-01,2.000000000000000000e+00
9.630820928455225971e-01,5.000000000000000000e-01,-9.471860886538869817e-01,2.000000000000000000e+00
9.652869943988322543e-01,5.000000000000000000e-01,-9.436422450030769182e-01,2.000000000000000000e+00
9.647439211035142570e-01,5.000000000000000000e-01,-9.409614160994492771e-01,2.000000000000000000e+00
9.684224739456163134e-01,5.000000000000000000e-01,-9.319912677266853906e-01,2.000000000000000000e+00
9.685418586768033133e-01,5.000000000000000000e-01,-9.308069829257615835e-01,2.000000000000000000e+00
9.688580163653585098e-01,5.000000000000000000e-01,-9.226019498419285592e-01,2.000000000000000000e+00
9.692019767434700839e-01,5.000000000000000000e-01,-9.111911001588406389e-01,2.000000000000000000e+00
9.687055832749664752e-01,5.000000000000000000e-01,-9.083942911746669679e-01,2.000000000000000000e+00
9.710599316765263778e-01,5.000000000000000000e-01,-8.976606918234864008e-01,2.000000000000000000e+00
9.688883667349190709e-01,5.000000000000000000e-01,-8.911679331795715475e-01,2.000000000000000000e+00
9.724092254488098108e-01,5.000000000000000000e-01,-8.814605313411582044e-01,2.000000000000000000e+00
9.743093983106988487e-01,5.000000000000000000e-01,-8.700180365145263606e-01,2.000000000000000000e+00
9.707658232572031753e-01,5.000000000000000000e-01,-8.614685887903505979e-01,2.000000000000000000e+00
9.731121821377688441e-01,5.000000000000000000e-01,-8.514858456405731690e-01,2.000000000000000000e+00
9.756684057066312699e-01,5.000000000000000000e-01,-8.449788972696068434e-01,2.000000000000000000e+00
9.744967101355237471e-01,5.000000000000000000e-01,-8.338988980819413976e-01,2.000000000000000000e+00
9.734392667182830694e-01,5.000000000000000000e-01,-8.256841106257678531e-01,2.000000000000000000e+00
9.740165548739063706e-01,5.000000000000000000e-01,-8.174161235139200121e-01,2.000000000000000000e+00
9.736213025274483845e-01,5.000000000000000000e-01,-8.094032956813009827e-01,2.000000000000000000e+00
9.751103799039039233e-01,5.000000000000000000e-01,-8.068350721625937583e-01,2.000000000000000000e+00
9.755968220676431990e-01,5.000000000000000000e-01,-7.988737763671942549e-01,2.000000000000000000e+00
9.766918829449018347e-01,5.000000000000000000e-01,-7.940956135788430625e-01,2.000000000000000000e+00
9.785541145167214738e-01,5.000000000000000000e-01,-7.903235235596242081e-01,2.000000000000000000e+00
9.776142015739118785e-01,5.000000000000000000e-01,-7.868783984672333975e-01,2.000000000000000000e+00
9.790540215929418588e-01,5.000000000000000000e-01,-7.890501537070671034e-01,2.000000000000000000e+00
9.756782507742084443e-01,5.000000000000000000e-01,-7.869131826954193221e-01,2.000000000000000000e+00
9.785062069826875319e-01,5.000000000000000000e-01,-7.860691434482584006e-01,2.000000000000000000e+00
9.797986872214314857e-01,5.000000000000000000e-01,-7.911811097030715390e-01,2.000000000000000000e+00
9.802480810119332810e-01,5.000000000000000000e-01,-7.885171305905437356e-01,2.000000000000000000e+00
9.808073069007755551e-01,5.000000000000000000e-01,-7.932920390858668735e-01,2.000000000000000000e+00
9.818476048744031459e-01,5.000000000000000000e-01,-7.965723994294103827e-01,2.000000000000000000e+00
9.812885529638999405e-01,5.000000000000000000e-01,-8.017162515955266189e-01,2.000000000000000000e+00
9.826012282760837602e-01,5.000000000000000000e-01,-8.046069730442173551e-01,2.000000000000000000e+00
9.841781268692127993e-01,5.000000000000000000e-01,-8.109953788070827230e-01,2.000000000000000000e+00
9.805443096881978349e-01,5.000000000000000000e-01,-8.155240791027007496e-01,2.000000000000000000e+00
9.806594421478040946e-01,5.000000000000000000e-01,-8.212117243209279271e-01,2.000000000000000000e+00
9.841249608054107867e-01,5.000000000000000000e-01,-8.259901241957054996e-01,2.000000000000000000e+00
9.844415742331726893e-01,5.000000000000000000e-01,-8.336987354784846094e-01,2.000000000000000000e+00
9.844198436754691972e-01,5.000000000000000000e-01,-8.417038112343139256e-01,2.000000000000000000e+00
9.851942782632306939e-01,5.000000000000000000e-01,-8.469581887517860785e-01,2.000000000000000000e+00
9.865972316512020557e-01,5.000000000000000000e-01,-8.534777553239539793e-01,2.000000000000000000e+00
9.858474594109063460e-01,5.000000000000000000e-01,-8.635079815450202867e-01,2.000000000000000000e+00
9.863970095996388299e-01,5.000000000000000000e-01,-8.709430421494358532e-01,2.000000000000000000e+00
9.866365227734856802e-01,5.000000000000000000e-01,-8.807577673720582423e-01,2.000000000000000000e+00
9.870364278800067837e-01,5.000000000000000000e-01,-8.891740413522868369e-01,2.000000000000000000e+00
9.871900258965330410e-01,5.000000000000000000e-01,-8.958225629824215774e-01,2.000000000000000000e+00
9.893796174162984292e-01,5.000000000000000000e-01,-9.041230951670957694e-01,2.000000000000000000e+00
9.910604595732570576e-01,5.000000000000000000e-01,-9.132878429949372601e-01,2.000000000000000000e+00
9.873323086340460852e-01,5.000000000000000000e-01,-9.220506161590213967e-01,2.000000000000000000e+00
9.887997713359634178e-01,5.000000000000000000e-01,-9.312409982189866486e-01,2.000000000000000000e+00
9.900969820193877835e-01,5.000000000000000000e-01,-9.406081254528958491e-01,2.000000000000000000e+00
9.903771787449868746e-01,5.000000000000000000e-01,-9.513047432223656896e-01,2.000000000000000000e+00
9.920250904378556944e-01,5.000000000000000000e-01,-9.630804735487259460e-01,2.000000000000000000e+00
9.905264116119029127e-01,5.000000000000000000e-01,-9.760124472177166277e-01,2.000000000000000000e+00
9.912976679099578803e-01,5.000000000000000000e-01,-9.869800845754308494e-01,2.000000000000000000e+00
9.925680213430877474e-01,5.000000000000000000e-01,-9.998505034708031758e-01,2.000000000000000000e+00
9.941455162452820238e-01,5.000000000000000000e-01,-1.015246933208574731e+00,2.000000000000000000e+00
9.934620422189169853e-01,5.000000000000000000e-01,-1.031028382945633481e+00,2.000000000000000000e+00
9.948978643192202265e-01,5.000000000000000000e-01,-1.046498575996898772e+00,2.000000000000000000e+00
9.947697036839368012e-01,5.000000000000000000e-01,-1.063379347852907442e+00,2.000000000000000000e+00
9.965755175466325388e-01,5.000000000000000000e-01,-1.080265531298917336e+00,2.000000000000000000e+00
9.948291338437944553e-01,5.000000000000000000e-01,-1.096965045558799812e+00,2.000000000000000000e+00
9.934205102562393419e-01,5.000000000000000000e-01,-1.111594477293410987e+00,2.000000000000000000e+00
9.950353781008069998e-01,5.000000000000000000e-01,-1.128276319734440314e+00,2.000000000000000000e+00
9.955512314792834827e-01,5.000000000000000000e-01,-1.144165037517336003e+00,2.000000000000000000e+00
9.993291100463826959e-01,5.000000000000000000e-01,-1.156533901126662878e+00,2.000000000000000000e+00
9.973995503544351715e-01,5.000000000000000000e-01,-1.169415530681713555e+00,2.000000000000000000e+00
9.997764006432754424e-01,5.000000000000000000e-01,-1.181542617133815698e+00,2.000000000000000000e+00
1.000782816006887010e+00,5.000000000000000000e-01,-1.197751363516959433e+00,2.000000000000000000e+00
9.999262111361738592e-01,5.000000000000000000e-01,-1.205566096947097599e+00,2.000000000000000000e+00
1.001206598522071722e+00,5.000000000000000000e-01,-1.214072353128598181e+00,2.000000000000000000e+00
1.001327621770018439e+00,5.000000000000000000e-01,-1.220281239664581463e+00,2.000000000000000000e+00
9.999594497709016760e-01,5.000000000000000000e-01,-1.228824678637309153e+00,2.000000000000000000e+00
9.999188814411703596e-01,5.000000000000000000e-01,-1.232545611573717892e+00,2.000000000000000000e+00
1.001260221265228179e+00,5.000000000000000000e-01,-1.238399676447097253e+00,2.000000000000000000e+00
1.002292845250975617e+00,5.000000000000000000e-01,-1.238835669403151929e+00,2.000000000000000000e+00
1.006086765120661752e+00,5.000000000000000000e-01,-1.244069594963424619e+00,2.000000000000000000e+00
1.001240504783856400e+00,5.000000000000000000e-01,-1.246770174794416652e+00,2.000000000000000000e+00
1.002707343182966726e+00,5.000000000000000000e-01,-1.247948940562379372e+00,2.000000000000000000e+00
1.002831731956909778e+00,5.000000000000000000e-01,-1.248795273482400381e+00,2.000000000000000000e+00
1.004485246640563156e+00,5.000000000000000000e-01,-1.249127964853210981e+00,2.000000000000000000e+00
1.005172343418811343e+00,5.000000000000000000e-01,-1.248627027950147905e+00,2.000000000000000000e+00
1.004867534571939558e+00,5.000000000000000000e-01,-1.245995683622805883e+00,2.000000000000000000e+00
1.007927170442441289e+00,5.000000000000000000e-01,-1.242988954274466762e+00,2.000000000000000000e+00
1.006599967615079416e+00,5.000000000000000000e-01,-1.239573352036189346e+00,2.000000000000000000e+00
1.009150261893067668e+00,5.000000000000000000e-01,-1.235770404766686204e+00,2.000000000000000000e+00
1.007093411429272223e+00,5.000000000000000000e-01,-1.224795297071451072e+00,2.000000000000000000e+00
1.007689195317989839e+00,5.000000000000000000e-01,-1.217049065109106154e+00,2.000000000000000000e+00
1.007128189032858723e+00,5.000000000000000000e-01,-1.206536683264792797e+00,2.000000000000000000e+00
1.005950403976942020e+00,5.000000000000000000e-01,-1.194395516064091112e+00,2.000000000000000000e+00
1.008526289274843668e+00,5.000000000000000000e-01,-1.179230614872661231e+00,2.000000000000000000e+00
1.009615426306754715e+00,5.000000000000000000e-01,-1.163858577766491154e+00,2.000000000000000000e+00
1.010806137136046612e+00,5.000000000000000000e-01,-1.146622291575242203e+00,2.000000000000000000e+00
1.010079975606866576e+00,5.000000000000000000e-01,-1.128098351072886585e+00,2.000000000000000000e+00
1.010533129351401938e+00,5.000000000000000000e-01,-1.107177943314762381e+00,2.000000000000000000e+00
1.007486182387995033e+00,5.000000000000000000e-01,-1.087354309298441679e+00,2.000000000000000000e+00
1.012678554384617291e+00,5.000000000000000000e-01,-1.067541321517760267e+00,2.000000000000000000e+00
1.012148420918673741e+00,5.000000000000000000e-01,-1.046162817625031716e+00,2.000000000000000000e+00
1.013933254591634414e+00,5.000000000000000000e-01,-1.026529037800463673e+00,2.000000000000000000e+00
1.011777882378728233e+00,5.000000000000000000e-01,-1.007795775866136001e+00,2.000000000000000000e+00
1.013338053107349701e+00,5.000000000000000000e-01,-9.883413612251586988e-01,2.000000000000000000e+00
1.014703926068898143e+00,5.000000000000000000e-01,-9.724818311354688216e-01,2.000000000000000000e+00
1.014990965059952011e+00,5.000000000000000000e-01,-9.572172525256826825e-01,2.000000000000000000e+00
1.014019497778422929e+00,5.000000000000000000e-01,-9.428371167047798762e-01,2.000000000000000000e+00
1.014225837136576214e+00,5.000000000000000000e-01,-9.294131603526130103e-01,2.000000000000000000e+00
1.016277321357520025e+00,5.000000000000000000e-01,-9.186681134043210850e-01,2.000000000000000000e+00
1.014761608678979243e+00,5.000000000000000000e-01,-9.074504860511349857e-01,2.000000000000000000e+00
1.015308608333814977e+00,5.000000000000000000e-01,-8.968757183712964265e-01,2.000000000000000000e+00
1.015296019886611001e+00,5.000000000000000000e-01,-8.853081496682209117e-01,2.000000000000000000e+00
1.017780018885422466e+00,5.000000000000000000e-01,-8.726499973178718506e-01,2.000000000000000000e+00
1.018261415998931829e+00,5.000000000000000000e-01,-8.653630870989863499e-01,2.000000000000000000e+00
1.019300042286188646e+00,5.000000000000000000e-01,-8.551892422816732564e-01,2.000000000000000000e+00
1.019434793562485897e+00,5.000000000000000000e-01,-8.435863458395840286e-01,2.000000000000000000e+00
1.019685481001951333e+00,5.000000000000000000e-01,-8.318978083983482597e-01,2.000000000000000000e+00
1.021982694644195000e+00,5.000000000000000000e-01,-8.215100331115768872e-01,2.000000000000000000e+00
1.022591610852038091e+00,5.000000000000000000e-01,-8.119383641188923084e-01,2.000000000000000000e+00
1.021143317952737606e+00,5.000000000000000000e-01,-7.993584961686946988e-01,2.000000000000000000e+00
1.021679560466219439e+00,5.000000000000000000e-01,-7.902434899078145669e-01,2.000000000000000000e+00
1.022740815635760914e+00,5.000000000000000000e-01,-7.802129197159044516e-01,2.000000000000000000e+00
1.023100668470452002e+00,5.000000000000000000e-01,-7.708006481175734281e-01,2.000000000000000000e+00
1.023692100112971293e+00,5.000000000000000000e-01,-7.668256766450320949e-01,2.000000000000000000e+00
1.023624897908714138e+00,5.000000000000000000e-01,-7.608493629923623880e-01,2.000000000000000000e+00
1.025030067723838201e+00,5.000000000000000000e-01,-7.548089470347184582e-01,2.000000000000000000e+00
1.024514893209747868e+00,5.000000000000000000e-01,-7.518751165400209269e-01,2.000000000000000000e+00
1.025824684579708768e+00,5.000000000000000000e-01,-7.471048312512520440e-01,2.000000000000000000e+00
1.025140818042846735e+00,5.000000000000000000e-01,-7.482655097561612401e-01,2.000000000000000000e+00
1.025216509702613799e+00,5.000000000000000000e-01,-7.464517701208268630e-01,2.000000000000000000e+00
1.024829264910359194e+00,5.000000000000000000e-01,-7.466494064098175842e-01,2.000000000000000000e+00
1.020417353919515158e+00,5.000000000000000000e-01,-7.448926539588526241e-01,2.000000000000000000e+00
1.013466153752090593e+00,5.000000000000000000e-01,-7.471870180209967405e-01,2.000000000000000000e+00
1.003522388899153572e+00,5.000000000000000000e-01,-7.478124464083326650e-01,2.000000000000000000e+00
9.871904573439000963e-01,5.000000000000000000e-01,-7.477724926712402409e-01,2.000000000000000000e+00
9.698900687099712981e-01,5.000000000000000000e-01,-7.499040486313112153e-01,2.000000000000000000e+00
9.421768468080640169e-01,5.000000000000000000e-01,-7.475386845048740403e-01,2.000000000000000000e+00
9.136905333877045621e-01,5.000000000000000000e-01,-7.526783346452322609e-01,2.000000000000000000e+00
8.861371906041877189e-01,5.000000000000000000e-01,-7.542423302439809074e-01,2.000000000000000000e+00
8.586230107402184064e-01,5.000000000000000000e-01,-7.556965689365882088e-01,2.000000000000000000e+00
8.353396324806887652e-01,5.000000000000000000e-01,-7.577509068863733654e-01,2.000000000000000000e+00
8.226546524976237063e-01,5.000000000000000000e-01,-7.587639940324180099e-01,2.000000000000000000e+00
8.108089179827100423e-01,5.000000000000000000e-01,-7.600395754410261828e-01,2.000000000000000000e+00
8.057572891341203691e-01,5.000000000000000000e-01,-7.620894432955913622e-01,2.000000000000000000e+00
8.115732480729562770e-01,5.000000000000000000e-01,-7.642103061217311311e-01,2.000000000000000000e+00
8.099843942505466909e-01,5.000000000000000000e-01,-7.644803308822288868e-01,2.000000000000000000e+00
8.171278853256881414e-01,5.000000000000000000e-01,-7.676853931601332892e-01,2.000000000000000000e+00
8.281513898596803980e-01,5.000000000000000000e-01,-7.694662854464646706e-01,2.000000000000000000e+00
8.373835619310031619e-01,5.000000000000000000e-01,-7.694232003889637239e-01,2.000000000000000000e+00
8.556123028150565135e-01,5.000000000000000000e-01,-7.718041253821084080e-01,2.000000000000000000e+00
8.734838734393636228e-01,5.000000000000000000e-01,-7.738727154794531327e-01,2.000000000000000000e+00
8.930914478675477941e-01,5.000000000000000000e-01,-7.763512918966614107e-01,2.000000000000000000e+00
9.179997637386356768e-01,5.000000000000000000e-01,-7.779202109837172197e-01,2.000000000000000000e+00
9.440208895622851371e-01,5.000000000000000000e-01,-7.792284041418703344e-01,2.000000000000000000e+00
9.659334602220566168e-01,5.000000000000000000e-01,-7.778573480623499625e-01,2.000000000000000000e+00
9.875146418326922193e-01,5.000000000000000000e-01,-7.835621519468601859e-01,2.000000000000000000e+00
1.005386593577076937e+00,5.000000000000000000e-01,-7.830763591558966841e-01,2.000000000000000000e+00
1.022024037103651750e+00,5.000000000000000000e-01,-7.855955568101121722e-01,2.000000000000000000e+00
1.035395861865444633e+00,5.000000000000000000e-01,-7.872077205240769482e-01,2.000000000000000000e+00
1.047152391759606394e+00,5.000000000000000000e-01,-7.891448790952532155e-01,2.000000000000000000e+00
1.054736355263474978e+00,5.000000000000000000e-01,-7.855013608546237425e-01,2.000000000000000000e+00
