M1_P1,M1_P2,M2_P1,M2_P2
9.911242309594832101e-01,5.000000000000000000e-01,-5.368004328802308267e-01,2.000000000000000000e+00
9.911242309594832101e-01,5.000000000000000000e-01,-1.119838618776446193e+00,2.000000000000000000e+00
9.911242309594832101e-01,5.000000000000000000e-01,-6.420559567039908488e-01,2.000000000000000000e+00
9.911242309594832101e-01,5.000000000000000000e-01,-1.045315258633036537e+00,2.000000000000000000e+00
9.911242309594832101e-01,5.000000000000000000e-01,-7.379262157030720415e-01,2.000000000000000000e+00
9.911242309594832101e-01,5.000000000000000000e-01,-7.461141302695164512e-01,2.000000000000000000e+00
9.911242309594832101e-01,5.000000000000000000e-01,-1.137151909646742176e+00,2.000000000000000000e+00
9.911242309594832101e-01,5.000000000000000000e-01,-1.172160629054846970e+00,2.000000000000000000e+00
9.911242309594832101e-01,5.000000000000000000e-01,-3.236370246552940366e-01,2.000000000000000000e+00
9.911242309594832101e-01,5.000000000000000000e-01,-6.518843254093911188e-01,2.000000000000000000e+00
9.911242309594832101e-01,5.000000000000000000e-01,-6.359479672474256384e-01,2.000000000000000000e+00
9.911242309594832101e-01,5.000000000000000000e-01,-6.141225746806915353e-01,2.000000000000000000e+00
9.911242309594832101e-01,5.000000000000000000e-01,-8.452645639296167968e-01,2.000000000000000000e+00
9.911242309594832101e-01,5.000000000000000000e-01,-2.774954733732162282e-01,2.000000000000000000e+00
9.911242309594832101e-01,5.000000000000000000e-01,-5.374431011775718803e-01,2.000000000000000000e+00
9.997184402398916481e-01,5.000000000000000000e-01,-5.374431011775718803e-01,2.000000000000000000e+00
1.160739247274748420e+00,5.000000000000000000e-01,-5.374431011775718803e-01,2.000000000000000000e+00
1.357784377909817541e+00,5.000000000000000000e-01,-5.374431011775718803e-01,2.000000000000000000e+00
1.020683712249090824e+00,5.000000000000000000e-01,-5.374431011775718803e-01,2.000000000000000000e+00
1.077899266569579684e+00,5.000000000000000000e-01,-5.374431011775718803e-01,2.000000000000000000e+00
7.295735838615675650e-01,5.000000000000000000e-01,-5.374431011775718803e-01,2.000000000000000000e+00
7.440907843954898127e-01,5.000000000000000000e-01,-5.374431011775718803e-01,2.000000000000000000e+00
8.095212808700718021e-01,5.000000000000000000e-01,-5.374431011775718803e-01,2.000000000000000000e+00
1.012914062021941231e+00,5.000000000000000000e-01,-5.374431011775718803e-01,2.000000000000000000e+00
9.983842881891179522e-01,5.000000000000000000e-01,-5.374431011775718803e-01,2.000000000000000000e+00
8.440580071410518359e-01,5.000000000000000000e-01,-5.374431011775718803e-01,2.000000000000000000e+00
9.112179859731227571e-01,5.000000000000000000e-01,-5.374431011775718803e-01,2.000000000000000000e+00
8.053029458421292475e-01,5.000000000000000000e-01,-5.374431011775718803e-01,2.000000000000000000e+00
9.036806277955702349e-01,5.000000000000000000e-01,-5.374431011775718803e-01,2.000000000000000000e+00
7.571740397611221862e-01,5.000000000000000000e-01,-5.374431011775718803e-01,2.000000000000000000e+00
9.250747535815261324e-01,5.000000000000000000e-01,-5.374431011775718803e-01,2.000000000000000000e+00
8.063188025149206073e-01,5.000000000000000000e-01,-5.374431011775718803e-01,2.000000000000000000e+00
7.630902672183783597e-01,5.000000000000000000e-01,-5.374431011775718803e-01,2.000000000000000000e+00
7.569881624396168629e-01,5.000000000000000000e-01,-5.374431011775718803e-01,2.000000000000000000e+00
9.461757762950673278e-01,5.000000000000000000e-01,-5.374431011775718803e-01,2.000000000000000000e+00
9.849245903479969533e-01,5.000000000000000000e-01,-5.374431011775718803e-01,2.000000000000000000e+00
1.021637609796067325e+00,5.000000000000000000e-01,-5.374431011775718803e-01,2.000000000000000000e+00
8.071216500421811713e-01,5.000000000000000000e-01,-5.374431011775718803e-01,2.000000000000000000e+00
7.879153090815508298e-01,5.000000000000000000e-01,-5.374431011775718803e-01,2.000000000000000000e+00
9.835581130664644567e-01,5.000000000000000000e-01,-5.374431011775718803e-01,2.000000000000000000e+00
9.972616156211349114e-01,5.000000000000000000e-01,-5.374431011775718803e-01,2.000000000000000000e+00
9.301148111552370867e-01,5.000000000000000000e-01,-5.374431011775718803e-01,2.000000000000000000e+00
9.493300284501808850e-01,5.000000000000000000e-01,-5.374431011775718803e-01,2.000000000000000000e+00
